Employee_Number,Age,CF_age_band,Department,Education,Education_Field,Employee_Count,Gender,Job_Role,Marital_Status,Attrition,CF_attrition_label,Monthly_Income,Performance_Rating,Years_Since_Last_Promotion,Years_With_Curr_Manager,Environment_Satisfaction,Job_Involvement,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Monthly_Rate,Total_Working_Years,Years_At_Company,Years_In_Current_Role
235,19,Under 25,Sales,High School,Technical Degree,1,Female,Sales Representative,Single,1,Ex-Employees,2325,4,0,0,3,1,1,1,4,20989,1,0,0
238,36,35 - 44,R&D,Associates Degree,Medical,1,Male,Laboratory Technician,Single,0,Current Employees,2088,3,7,2,4,3,2,3,2,15062,13,8,7
239,30,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Divorced,0,Current Employees,3072,3,6,10,3,3,1,3,3,11012,12,12,9
240,45,45 - 54,Sales,Associates Degree,Life Sciences,1,Female,Sales Executive,Divorced,0,Current Employees,5006,3,0,3,3,3,1,1,4,6319,9,5,4
241,56,Over 55,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Scientist,Divorced,0,Current Employees,4257,3,2,2,3,3,1,3,3,13939,19,2,2
242,33,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Single,0,Current Employees,2500,3,0,2,3,3,4,1,4,10515,4,3,1
243,19,Under 25,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Single,1,Ex-Employees,1102,4,1,0,2,2,4,3,2,9241,1,1,0
244,46,45 - 54,Sales,Associates Degree,Marketing,1,Female,Sales Executive,Divorced,0,Current Employees,10453,4,15,7,2,3,1,3,3,2137,24,24,13
245,38,35 - 44,R&D,Associates Degree,Life Sciences,1,Female,Laboratory Technician,Single,0,Current Employees,2288,3,2,1,3,3,4,3,3,6319,2,2,2
246,31,25 - 34,R&D,High School,Medical,1,Female,Research Scientist,Married,0,Current Employees,3929,4,0,2,3,3,4,3,3,6984,7,4,2
247,34,25 - 34,R&D,Associates Degree,Medical,1,Female,Research Scientist,Single,0,Current Employees,2311,3,1,2,4,3,2,4,3,5711,9,3,2
248,41,35 - 44,Sales,Associates Degree,Marketing,1,Female,Sales Representative,Single,1,Ex-Employees,3140,4,0,2,2,3,2,4,2,21728,4,4,3
249,50,45 - 54,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Married,0,Current Employees,3690,3,0,2,3,2,3,4,2,3425,5,3,2
250,53,45 - 54,R&D,Associates Degree,Medical,1,Female,Manufacturing Director,Divorced,0,Current Employees,4450,3,1,3,4,4,1,3,3,26250,5,4,2
252,33,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Research Scientist,Married,0,Current Employees,2756,3,1,6,4,3,2,4,3,4673,8,8,7
253,40,35 - 44,R&D,High School,Medical,1,Female,Manager,Married,0,Current Employees,19033,3,9,9,4,3,3,2,3,6499,21,20,8
254,55,Over 55,R&D,Master's Degree,Medical,1,Male,Research Director,Single,0,Current Employees,18722,3,2,15,3,4,2,4,3,13339,36,24,15
256,34,25 - 34,R&D,High School,Life Sciences,1,Male,Manufacturing Director,Married,0,Current Employees,9547,3,1,9,4,2,3,3,2,14074,10,10,9
258,51,45 - 54,R&D,Bachelor's Degree,Medical,1,Female,Healthcare Representative,Single,0,Current Employees,13734,3,1,0,4,3,2,3,3,7192,21,7,7
259,52,45 - 54,R&D,Master's Degree,Life Sciences,1,Male,Manager,Married,0,Current Employees,19999,3,11,9,3,2,3,1,3,5678,34,33,18
260,27,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Research Scientist,Single,0,Current Employees,2279,3,0,3,4,3,2,4,2,11781,7,7,7
261,35,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Manufacturing Director,Married,1,Ex-Employees,5916,3,0,1,2,2,3,1,3,15497,8,1,0
262,43,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Research Scientist,Divorced,0,Current Employees,2089,3,2,2,4,4,4,4,4,5228,7,5,4
264,45,45 - 54,R&D,Associates Degree,Medical,1,Male,Manager,Married,0,Current Employees,16792,4,11,8,1,2,4,4,3,20462,22,20,8
267,37,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,3564,3,1,7,2,4,1,1,2,22977,8,8,7
269,35,35 - 44,R&D,Bachelor's Degree,Medical,1,Female,Laboratory Technician,Single,0,Current Employees,4425,3,1,2,2,3,2,4,3,15986,10,6,2
270,42,35 - 44,R&D,Associates Degree,Medical,1,Female,Manufacturing Director,Divorced,0,Current Employees,5265,3,0,2,3,3,3,2,3,16439,11,5,3
271,38,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Manufacturing Director,Married,0,Current Employees,6553,3,0,0,4,3,3,2,3,7259,14,1,0
273,38,35 - 44,R&D,Bachelor's Degree,Technical Degree,1,Male,Manufacturing Director,Married,0,Current Employees,6261,3,1,7,4,3,4,1,1,4185,9,7,7
274,27,25 - 34,R&D,High School,Technical Degree,1,Male,Manufacturing Director,Married,0,Current Employees,4298,3,2,0,3,2,1,3,3,9679,6,2,2
275,49,45 - 54,R&D,Master's Degree,Life Sciences,1,Male,Manufacturing Director,Divorced,0,Current Employees,6804,3,1,7,4,3,4,1,3,23793,7,7,7
277,34,25 - 34,R&D,Master's Degree,Medical,1,Male,Research Scientist,Divorced,0,Current Employees,3815,3,2,0,4,3,3,4,4,5972,5,5,3
281,40,35 - 44,R&D,Associates Degree,Medical,1,Male,Laboratory Technician,Married,0,Current Employees,2741,3,3,7,3,3,4,3,4,16523,15,7,2
282,38,35 - 44,R&D,High School,Medical,1,Male,Healthcare Representative,Married,1,Ex-Employees,6673,3,0,0,2,3,1,2,3,11354,17,1,0
283,29,25 - 34,Sales,Bachelor's Degree,Marketing,1,Female,Sales Executive,Married,1,Ex-Employees,7639,4,1,9,2,3,4,4,2,24525,10,10,4
284,22,Under 25,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Divorced,0,Current Employees,2328,3,2,2,4,4,2,1,2,12392,4,4,2
286,36,35 - 44,R&D,High School,Medical,1,Female,Laboratory Technician,Single,0,Current Employees,2153,3,1,7,2,3,4,1,3,7703,8,8,1
287,40,35 - 44,R&D,Doctoral Degree,Life Sciences,1,Male,Healthcare Representative,Married,0,Current Employees,4876,3,0,2,4,2,4,4,1,14242,5,3,2
288,46,45 - 54,R&D,Master's Degree,Medical,1,Male,Healthcare Representative,Divorced,0,Current Employees,9396,3,0,3,4,3,1,3,3,12368,17,4,2
291,32,25 - 34,Sales,Master's Degree,Medical,1,Male,Sales Executive,Married,1,Ex-Employees,10400,3,9,8,4,1,4,3,2,25812,14,14,8
292,30,25 - 34,R&D,High School,Life Sciences,1,Male,Manufacturing Director,Single,0,Current Employees,8474,4,5,8,3,2,3,3,3,20925,12,11,8
293,27,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Female,Sales Executive,Single,0,Current Employees,9981,3,0,7,4,3,3,4,3,12916,7,7,7
296,51,45 - 54,R&D,Master's Degree,Life Sciences,1,Male,Research Director,Married,0,Current Employees,12490,3,4,7,2,2,2,4,1,15736,16,10,9
297,30,25 - 34,R&D,Bachelor's Degree,Technical Degree,1,Female,Research Scientist,Single,1,Ex-Employees,2657,3,0,4,4,3,1,3,3,8556,8,5,2
298,41,35 - 44,Sales,Bachelor's Degree,Life Sciences,1,Female,Manager,Single,0,Current Employees,13591,3,0,0,4,3,4,3,3,14674,16,1,0
299,30,25 - 34,Sales,Master's Degree,Marketing,1,Female,Sales Executive,Single,1,Ex-Employees,6696,3,0,1,3,2,1,3,2,22967,9,6,3
300,29,25 - 34,R&D,Bachelor's Degree,Technical Degree,1,Male,Research Scientist,Single,1,Ex-Employees,2058,3,1,5,3,3,3,4,2,19757,7,6,2
302,45,45 - 54,Sales,Bachelor's Degree,Medical,1,Female,Sales Executive,Single,0,Current Employees,8865,3,12,8,4,2,4,4,3,16840,23,19,7
303,54,45 - 54,Sales,Bachelor's Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,5940,3,0,5,4,3,1,4,3,17011,16,6,2
304,36,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Laboratory Technician,Single,0,Current Employees,5914,3,3,7,4,3,2,4,4,9945,16,13,11
305,33,25 - 34,R&D,Master's Degree,Medical,1,Female,Research Scientist,Married,0,Current Employees,2622,4,1,1,3,2,2,4,3,13248,7,3,2
306,37,35 - 44,R&D,Bachelor's Degree,Other,1,Male,Research Director,Divorced,0,Current Employees,12185,3,0,7,2,3,4,3,3,10056,10,10,8
307,38,35 - 44,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Divorced,0,Current Employees,10609,3,5,13,1,3,3,3,2,9647,17,16,10
308,31,25 - 34,R&D,Master's Degree,Medical,1,Male,Manufacturing Director,Married,0,Current Employees,4345,3,1,4,3,1,3,4,3,4381,6,5,4
309,59,Over 55,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,2177,3,0,0,3,2,4,1,3,8456,7,1,0
311,37,35 - 44,Sales,Master's Degree,Marketing,1,Male,Sales Representative,Divorced,0,Current Employees,2793,3,5,8,1,3,4,3,3,2539,13,9,8
312,29,25 - 34,Sales,High School,Medical,1,Female,Sales Executive,Married,0,Current Employees,7918,3,4,1,2,3,4,4,3,6599,11,11,10
314,35,35 - 44,Sales,Bachelor's Degree,Marketing,1,Female,Sales Executive,Single,0,Current Employees,8789,3,0,8,3,3,3,1,4,9096,10,10,7
315,29,25 - 34,R&D,High School,Medical,1,Male,Research Scientist,Single,1,Ex-Employees,2389,3,0,1,3,2,4,3,2,14961,4,4,3
316,52,45 - 54,R&D,Bachelor's Degree,Life Sciences,1,Female,Laboratory Technician,Single,0,Current Employees,3212,3,2,2,3,2,4,2,2,3300,6,2,2
319,42,35 - 44,R&D,Associates Degree,Technical Degree,1,Male,Manager,Married,0,Current Employees,19232,3,11,15,3,3,4,4,3,4933,22,22,17
321,59,Over 55,HR,Associates Degree,Medical,1,Male,Human Resources,Married,0,Current Employees,2267,3,2,2,2,3,3,4,2,25657,7,2,2
323,50,45 - 54,Sales,Master's Degree,Medical,1,Female,Manager,Divorced,0,Current Employees,19517,3,0,6,4,3,4,3,2,24118,32,7,0
325,33,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Married,1,Ex-Employees,2436,3,0,4,3,3,4,3,1,22149,8,5,4
327,43,35 - 44,Sales,Bachelor's Degree,Marketing,1,Female,Manager,Married,0,Current Employees,16064,4,1,9,4,3,4,3,3,7744,22,17,13
328,33,25 - 34,R&D,Associates Degree,Life Sciences,1,Female,Laboratory Technician,Married,1,Ex-Employees,2707,4,1,7,1,3,1,1,4,21509,13,9,7
329,52,45 - 54,Sales,Master's Degree,Life Sciences,1,Male,Manager,Single,0,Current Employees,19068,3,15,12,1,2,3,4,4,21030,33,33,7
330,32,25 - 34,Sales,Associates Degree,Life Sciences,1,Female,Sales Representative,Married,0,Current Employees,3931,3,1,2,3,3,2,1,3,20990,6,4,3
331,32,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Single,1,Ex-Employees,3730,3,1,2,4,2,3,4,1,9571,4,3,2
332,39,35 - 44,R&D,Master's Degree,Medical,1,Female,Laboratory Technician,Divorced,0,Current Employees,2232,3,1,2,3,3,3,3,3,15417,7,3,2
333,32,25 - 34,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Married,0,Current Employees,4465,3,2,2,3,3,4,1,3,12069,4,3,2
334,41,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Research Scientist,Divorced,0,Current Employees,3072,3,0,0,3,3,1,1,2,19877,17,1,0
335,40,35 - 44,R&D,Associates Degree,Technical Degree,1,Male,Research Scientist,Divorced,0,Current Employees,3319,3,4,7,1,3,4,1,3,24447,9,9,8
336,45,45 - 54,R&D,Bachelor's Degree,Other,1,Male,Manager,Married,0,Current Employees,19202,3,1,7,3,4,4,3,3,15970,25,24,0
337,31,25 - 34,R&D,Master's Degree,Medical,1,Male,Research Director,Divorced,0,Current Employees,13675,3,2,2,2,3,3,1,3,13523,9,2,2
338,33,25 - 34,R&D,Master's Degree,Life Sciences,1,Female,Research Scientist,Married,0,Current Employees,2911,3,0,2,3,2,4,3,2,14776,2,2,2
339,34,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Manufacturing Director,Married,0,Current Employees,5957,3,5,9,4,2,1,2,3,23687,13,11,9
340,37,35 - 44,R&D,Associates Degree,Medical,1,Female,Research Scientist,Married,0,Current Employees,3920,3,0,2,3,2,1,1,2,18697,17,3,1
341,45,45 - 54,R&D,Master's Degree,Life Sciences,1,Male,Manufacturing Director,Married,0,Current Employees,6434,3,0,2,1,4,3,4,3,5118,9,3,2
342,37,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Manufacturing Director,Divorced,1,Ex-Employees,10048,3,0,0,1,3,3,2,3,22573,17,1,0
343,39,35 - 44,R&D,Master's Degree,Technical Degree,1,Female,Healthcare Representative,Single,0,Current Employees,10938,4,11,8,3,3,3,4,3,6420,20,19,6
346,29,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Single,0,Current Employees,2340,3,1,5,3,3,4,1,3,22673,6,6,5
347,42,35 - 44,R&D,Associates Degree,Life Sciences,1,Female,Research Scientist,Single,0,Current Employees,6545,3,0,2,4,4,1,3,3,23016,10,3,2
349,29,25 - 34,Sales,Associates Degree,Marketing,1,Male,Sales Executive,Divorced,0,Current Employees,6931,3,0,2,4,3,4,4,3,10732,10,3,2
350,25,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Manufacturing Director,Married,0,Current Employees,4898,3,1,2,1,3,3,4,3,7505,5,4,2
351,42,35 - 44,R&D,Bachelor's Degree,Medical,1,Female,Laboratory Technician,Divorced,0,Current Employees,2593,3,7,8,4,2,1,3,3,8007,10,9,6
352,40,35 - 44,R&D,Associates Degree,Medical,1,Male,Research Director,Divorced,0,Current Employees,19436,3,3,9,1,3,3,4,3,5949,22,21,7
353,51,45 - 54,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,2723,3,0,0,3,3,4,2,2,23231,1,1,0
355,31,25 - 34,R&D,Associates Degree,Medical,1,Male,Laboratory Technician,Single,1,Ex-Employees,3479,3,1,4,3,2,2,2,4,11652,6,5,4
359,32,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,2794,4,0,3,2,4,2,3,1,26062,5,5,1
361,38,35 - 44,Sales,Associates Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,5249,3,7,5,4,2,4,4,3,19682,13,8,7
362,32,25 - 34,R&D,High School,Technical Degree,1,Male,Laboratory Technician,Single,0,Current Employees,2176,3,0,4,4,2,1,4,3,19737,9,6,2
363,46,45 - 54,Sales,Bachelor's Degree,Technical Degree,1,Female,Manager,Married,0,Current Employees,16872,3,7,7,3,1,2,2,2,14977,28,7,7
364,28,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Single,1,Ex-Employees,3485,3,0,0,1,3,3,3,1,14935,5,0,0
366,29,25 - 34,Sales,Bachelor's Degree,Medical,1,Male,Sales Executive,Married,0,Current Employees,6644,3,0,0,1,2,2,2,3,3687,10,0,0
367,31,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Healthcare Representative,Married,0,Current Employees,5582,4,7,8,2,2,4,2,3,14408,10,9,0
369,25,25 - 34,R&D,Associates Degree,Life Sciences,1,Male,Healthcare Representative,Divorced,0,Current Employees,4000,3,1,5,2,4,1,4,3,18384,6,6,3
372,45,45 - 54,R&D,Associates Degree,Medical,1,Male,Healthcare Representative,Married,0,Current Employees,13496,3,4,10,3,3,4,2,3,7501,21,20,7
373,36,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,3210,3,10,11,4,3,4,3,3,20251,16,15,13
374,55,Over 55,R&D,Bachelor's Degree,Medical,1,Male,Manager,Single,0,Current Employees,19045,3,4,13,4,3,1,3,3,18938,37,36,10
376,47,45 - 54,R&D,Master's Degree,Life Sciences,1,Male,Manager,Married,1,Ex-Employees,11849,3,9,9,1,3,2,4,2,10268,10,10,7
377,28,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Research Scientist,Married,0,Current Employees,2070,4,0,4,4,3,4,4,2,2613,5,5,2
378,37,35 - 44,Sales,Master's Degree,Medical,1,Male,Sales Executive,Married,0,Current Employees,6502,3,0,1,3,3,4,2,4,22825,7,5,4
379,21,Under 25,R&D,Associates Degree,Medical,1,Male,Research Scientist,Single,0,Current Employees,3230,3,1,0,4,2,3,1,4,10531,3,3,2
380,37,35 - 44,R&D,Master's Degree,Medical,1,Female,Research Director,Divorced,0,Current Employees,13603,3,0,2,1,3,4,1,3,11677,15,5,2
381,35,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Manager,Divorced,0,Current Employees,11996,3,6,2,2,4,2,2,2,19100,10,7,7
382,38,35 - 44,Sales,Associates Degree,Medical,1,Female,Sales Executive,Divorced,0,Current Employees,5605,4,7,7,1,4,1,3,3,19191,8,8,0
384,26,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Manufacturing Director,Divorced,0,Current Employees,6397,4,1,4,3,3,2,1,1,26767,6,6,5
385,50,45 - 54,R&D,High School,Life Sciences,1,Male,Research Director,Divorced,0,Current Employees,19144,3,1,6,1,3,2,1,2,15815,28,10,4
386,53,45 - 54,R&D,Master's Degree,Medical,1,Male,Research Director,Married,0,Current Employees,17584,3,1,3,3,3,3,4,2,21016,21,5,3
387,42,35 - 44,Sales,High School,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,4907,4,11,6,2,3,3,3,3,24532,20,20,16
388,29,25 - 34,Sales,Associates Degree,Life Sciences,1,Male,Sales Executive,Single,0,Current Employees,4554,3,0,9,2,3,4,1,2,20260,10,10,7
389,55,Over 55,R&D,Associates Degree,Technical Degree,1,Male,Laboratory Technician,Married,0,Current Employees,5415,3,0,8,2,3,4,4,3,15972,12,10,7
390,26,25 - 34,R&D,Associates Degree,Medical,1,Male,Healthcare Representative,Married,0,Current Employees,4741,3,3,3,1,3,1,3,3,22722,5,5,3
391,37,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Scientist,Single,0,Current Employees,2115,3,5,7,4,3,4,2,3,15881,17,17,12
392,44,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Divorced,1,Ex-Employees,3161,4,0,0,4,3,3,4,1,19920,19,1,0
393,38,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Healthcare Representative,Divorced,0,Current Employees,5745,3,1,2,4,3,4,2,3,18899,10,2,2
394,26,25 - 34,R&D,Master's Degree,Medical,1,Male,Laboratory Technician,Divorced,1,Ex-Employees,2373,3,0,2,1,3,2,4,3,14180,5,3,2
395,28,25 - 34,R&D,Associates Degree,Life Sciences,1,Female,Research Scientist,Single,0,Current Employees,3310,4,0,2,4,3,4,4,3,4488,5,5,3
396,49,45 - 54,R&D,Master's Degree,Life Sciences,1,Female,Research Director,Single,0,Current Employees,18665,3,1,2,3,3,1,4,3,25594,22,3,2
397,36,35 - 44,R&D,Bachelor's Degree,Technical Degree,1,Male,Research Scientist,Single,0,Current Employees,4485,3,7,7,3,3,2,4,3,26285,10,8,0
399,31,25 - 34,Sales,Bachelor's Degree,Marketing,1,Female,Sales Representative,Divorced,0,Current Employees,2789,3,2,2,4,3,2,3,2,3909,2,2,2
401,26,25 - 34,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Single,1,Ex-Employees,5828,3,7,4,4,2,4,2,3,8450,8,8,7
403,37,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Research Scientist,Married,0,Current Employees,2326,3,1,2,2,3,4,3,2,11411,4,4,2
404,42,35 - 44,Sales,Bachelor's Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,13525,3,4,8,3,3,2,4,4,14864,23,20,4
405,18,Under 25,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Single,1,Ex-Employees,1420,3,0,0,3,3,3,3,3,25233,0,0,0
406,35,35 - 44,Sales,Bachelor's Degree,Marketing,1,Male,Sales Executive,Married,0,Current Employees,8020,3,6,9,3,3,2,3,2,5100,12,11,9
407,36,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,3688,3,0,0,3,4,4,4,3,7122,4,1,0
408,51,45 - 54,R&D,Bachelor's Degree,Medical,1,Male,Manufacturing Director,Divorced,0,Current Employees,5482,3,1,2,4,1,2,4,3,16321,13,4,1
410,41,35 - 44,Sales,Master's Degree,Life Sciences,1,Male,Manager,Single,0,Current Employees,16015,3,0,4,4,3,2,2,3,15896,22,22,10
411,18,Under 25,Sales,Bachelor's Degree,Medical,1,Female,Sales Representative,Single,0,Current Employees,1200,3,0,0,4,2,3,1,3,9724,0,0,0
412,28,25 - 34,R&D,Associates Degree,Medical,1,Male,Healthcare Representative,Single,0,Current Employees,5661,3,0,7,2,4,1,3,3,4824,9,8,3
416,31,25 - 34,Sales,Bachelor's Degree,Technical Degree,1,Male,Sales Executive,Married,0,Current Employees,6929,3,7,7,2,4,4,2,2,12241,10,8,7
417,39,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Healthcare Representative,Divorced,0,Current Employees,9613,3,3,7,3,4,4,1,2,10942,19,18,10
419,36,35 - 44,R&D,Master's Degree,Life Sciences,1,Female,Laboratory Technician,Married,0,Current Employees,5674,3,0,8,2,3,2,3,3,6927,11,9,8
420,32,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,5484,3,4,8,4,2,3,3,2,16985,13,13,8
421,38,35 - 44,R&D,Associates Degree,Life Sciences,1,Female,Research Director,Married,0,Current Employees,12061,3,0,1,1,2,2,3,3,26707,19,10,8
422,58,Over 55,R&D,Master's Degree,Life Sciences,1,Male,Healthcare Representative,Divorced,0,Current Employees,5660,3,1,2,4,1,3,4,3,17056,12,5,3
423,31,25 - 34,R&D,Master's Degree,Technical Degree,1,Male,Research Scientist,Married,0,Current Employees,4821,3,0,3,3,3,4,3,3,10077,6,5,2
424,31,25 - 34,HR,Bachelor's Degree,Human Resources,1,Male,Human Resources,Married,0,Current Employees,6410,3,1,0,1,2,1,4,3,17822,9,2,2
425,45,45 - 54,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Divorced,0,Current Employees,5210,3,9,11,1,3,1,1,3,20308,24,24,9
426,31,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Research Scientist,Divorced,0,Current Employees,2695,3,2,2,3,3,4,2,1,7747,3,2,2
428,33,25 - 34,R&D,Master's Degree,Life Sciences,1,Female,Manager,Married,0,Current Employees,11878,3,8,8,4,3,2,2,3,23364,12,10,6
429,39,35 - 44,R&D,High School,Medical,1,Male,Manager,Married,0,Current Employees,17068,3,11,10,3,3,1,4,3,5355,21,21,9
430,43,35 - 44,R&D,Master's Degree,Life Sciences,1,Female,Laboratory Technician,Single,0,Current Employees,2455,3,1,7,3,3,4,1,3,10675,9,8,7
431,49,45 - 54,R&D,Associates Degree,Technical Degree,1,Female,Healthcare Representative,Single,0,Current Employees,13964,3,0,7,3,2,3,4,3,17810,25,7,1
433,52,45 - 54,R&D,Master's Degree,Medical,1,Male,Research Scientist,Married,1,Ex-Employees,4941,3,7,7,3,2,2,1,2,17747,11,8,2
434,27,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Scientist,Single,0,Current Employees,2478,3,1,2,3,3,2,2,2,20938,4,4,3
436,32,25 - 34,Sales,Associates Degree,Technical Degree,1,Female,Sales Executive,Married,0,Current Employees,5228,3,11,9,3,2,2,4,3,24624,13,13,12
437,27,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Single,0,Current Employees,4478,3,0,4,4,3,3,1,3,5242,5,5,4
438,31,25 - 34,Sales,Bachelor's Degree,Marketing,1,Male,Sales Executive,Divorced,0,Current Employees,7547,3,1,7,4,3,4,4,3,7143,13,7,7
439,32,25 - 34,R&D,Master's Degree,Medical,1,Female,Research Scientist,Single,0,Current Employees,5055,3,0,7,1,4,4,3,2,10557,10,7,7
440,28,25 - 34,R&D,Master's Degree,Medical,1,Male,Research Scientist,Married,1,Ex-Employees,3464,3,2,2,1,1,4,4,2,24737,5,3,2
441,30,25 - 34,R&D,Associates Degree,Medical,1,Female,Research Scientist,Married,0,Current Employees,5775,3,1,9,4,3,4,4,3,11934,11,10,8
442,31,25 - 34,R&D,Associates Degree,Life Sciences,1,Female,Manufacturing Director,Married,0,Current Employees,8943,4,8,9,3,2,3,1,3,14034,10,10,9
444,39,35 - 44,R&D,Associates Degree,Medical,1,Male,Manager,Married,0,Current Employees,19272,3,13,3,3,2,4,1,3,21141,21,21,9
